# Source: Wesley C. Mitchell, "A History of the Greenbacks" (1903)
# Appendix B, Table 2: "Relative Prices of Various Commodities at Wholesale"
# Pages 435-448. Relative prices (index, 1860 average = 100).
#
# Quarterly, January/April/July/October, 1860-1865. 122 series, 2,928 cells, of
# which 36 are printed "...." and left blank.
#
# Mitchell lays the table out in blocks of six columns across fourteen pages, each
# block covering part of the date range; they share one date index and are merged
# here. Column names are commodity plus grade or description, as printed.
#
# TWO COLUMNS ARE NOT QUOTED IN THE HEADING MONTHS. Mitchell prints a month against
# each figure for fish_cod and meat_beef_loins: they are quoted in February, May,
# August and November rather than January, April, July and October. The values sit on
# the row of the quarter they belong to, as in the source, but they are one month
# later than every other column.
#
# Re-transcribed 17 September 2026 from the page images, replacing a version in which
# 35 of the 72 cells on page 446 were wrong. See FINDINGS_TRANSCRIPTION.md.
#
# DERIVED from ../mitchell_appendix_b_table2_wholesale_prices.csv by analysis/03_build_tidy.py. Do not edit.
date,commodity,relative_price
1861-01,jute,114.3
1861-01,lard,95.2
1861-01,lead_drop_shot,110.6
1861-01,lead_pig,95.2
1861-01,lead_pipe,104.2
1861-01,leather_harness,94.3
1861-01,lime_rockland,133.3
1861-01,linseed_oil,187.7
1861-01,matches,100.0
1861-01,meal_corn_yellow_kiln_dried,84.3
1861-01,meat_beef_loins,88.9
1861-01,meat_beef_ribs,93.3
1861-01,meat_beef_salt_mess,91.3
1861-01,meat_mutton,110.0
1861-01,meat_pork_salt_mess,101.5
1861-01,mercury,100.0
1861-01,molasses_new_orleans_prime,69.8
1861-01,molasses_porto_rico_best,92.1
1861-01,muriatic_acid,100.0
1861-01,opium,82.6
1861-01,oxide_of_zinc,100.0
1861-01,pails_wooden_2_hoops_1,98.2
1861-01,pails_wooden_2_hoops_2,100.0
1861-01,pails_wooden_3_hoops,100.0
1861-01,pine_boards_1_inch,106.4
1861-01,pine_lumber_in_the_log,125.0
1861-01,powder_rifle,100.0
1861-01,print_cloths_28_inch_64x64_metacomet,86.0
1861-01,print_cloths_28_inch_7_yds_to_lb_standard,84.4
1861-01,putty,116.7
1861-01,quicksilver,113.3
1861-01,quinine,154.5
1861-01,rope_manilla,97.0
1861-01,rubber_para,100.0
1861-01,salt_ashtons,82.1
1861-01,salt_ashtons_liverpool_fine,83.1
1861-01,salt_turks_island,85.0
1861-01,sheetings_brown_4_4_atlantic_a,102.9
1861-01,ship_biscuit,112.5
1861-01,shirtings_bleached_4_4_ny_mills,96.8
1861-01,shovels,100.0
1861-01,silk_raw_italian,100.0
1861-01,soap_castile,114.7
1861-01,soda_ash,89.5
1861-01,spelter_imported,90.5
1861-01,spices_nutmegs,90.5
1861-01,spices_pepper_whole_sumatra,95.5
1861-01,spruce_boards,100.0
1861-01,starch_corn,100.0
1861-01,starch_ontario,100.0
1861-01,starch_pearl,100.0
1861-01,starch_pure,100.0
1861-01,starch_refined,100.0
1861-01,starch_silver_gloss,100.0
1861-01,sugar_fair_refining,74.1
1861-01,sugar_havana_brown,72.7
1861-01,sugar_of_lead_brown,100.0
1861-01,sugar_of_lead_white,100.0
1861-01,sugar_refined_crushed_and_granulated,83.8
1861-01,sulphuric_acid,109.1
1861-01,tallow_prime_city_in_hhds,82.9
1861-01,tickings,95.6
1861-01,tin_plates_ic_coke,94.7
1861-01,tubs_wooden_1,90.0
1861-01,tubs_wooden_2,93.8
1861-01,tubs_wooden_3,89.7
1861-01,tubs_wooden_4,88.9
1861-01,turpentine,87.5
1861-01,vegetables_fresh_potatoes_white_1,100.0
