# Source: Wesley C. Mitchell, "A History of the Greenbacks" (1903)
# Appendix B, Table 4: "Relative Prices of Various Commodities at Retail"
# Pages 451-468. Relative prices (index, first year quoted = 100).
#
# 556 series across 60 commodity blocks, each block a commodity quoted in a set of
# towns. Annual, 1860-1866. Blank cells are printed "..." in the source: most often
# a town whose series begins in 1861 rather than 1860.
#
# THE 1867 AND 1868 COLUMNS APPLY ONLY TO RENTS. Mitchell's note to the table: "In
# the case of rent figures are given for 1867 and 1868 for the purposes of Part II,
# chap. vi." Every other block stops at 1866, so those two columns are blank for all
# but the two rent blocks.
#
# Mitchell's note on the source: "The source of the following series of relative
# prices at retail is the report prepared by Mr. J. D. Weeks in 1880-83 and published
# as Vol. XX of the Tenth Census. Not all of the material supplied by Mr. Weeks,
# however, has been used, for he gives some series of prices at unspecified times of
# the year and others 'on or about June 1.' Those series 'showing average for the
# year' alone were used as the basis for the computations in the text, and they alone
# are given here."
#
# initial_price is Mitchell's "Initial Price" column, in the unit named by the unit
# column. Fractions are kept as printed, e.g. "0.08 1/3".
#
# TWO CELLS ARE LEFT BLANK BECAUSE THE PRINTING IS DEFECTIVE, not because the source
# has no figure. Both read as "1 9" or "1 3" with the middle digit missing:
#   Rent, four rooms, Indianapolis, 1865
#   Board per week for men, Philadelphia, 1864
# They are not guessed at. Consult a better copy of page 467 or 468 to fill them.
#
# Re-transcribed 17 September 2026 from the page images.
#
# DERIVED from ../mitchell_appendix_b_table4_retail_prices.csv by analysis/03_build_tidy.py. Do not edit.
commodity,unit,state,town,initial_price,year,relative_price
Provisions: rice,per lb,W. Va,New Cumberland,.07,1866,214
Provisions: rice,per lb,Ohio,Canton,.06,1860,100
Provisions: rice,per lb,Ohio,Canton,.06,1861,100
Provisions: rice,per lb,Ohio,Canton,.06,1862,133
Provisions: rice,per lb,Ohio,Canton,.06,1863,208
Provisions: rice,per lb,Ohio,Canton,.06,1864,333
Provisions: rice,per lb,Ohio,Canton,.06,1865,250
Provisions: rice,per lb,Ohio,Canton,.06,1866,208
Provisions: rice,per lb,Ohio,Springfield,.08,1860,100
Provisions: rice,per lb,Ohio,Springfield,.08,1861,100
Provisions: rice,per lb,Ohio,Springfield,.08,1862,125
Provisions: rice,per lb,Ohio,Springfield,.08,1863,125
Provisions: rice,per lb,Ohio,Springfield,.08,1864,125
Provisions: rice,per lb,Ohio,Springfield,.08,1865,125
Provisions: rice,per lb,Ohio,Springfield,.08,1866,125
Provisions: rice,per lb,Ohio,Zanesville,.0625,1860,100
Provisions: rice,per lb,Ohio,Zanesville,.0625,1861,160
Provisions: rice,per lb,Ohio,Zanesville,.0625,1862,192
Provisions: rice,per lb,Ohio,Zanesville,.0625,1863,240
Provisions: rice,per lb,Ohio,Zanesville,.0625,1864,288
Provisions: rice,per lb,Ohio,Zanesville,.0625,1865,320
Provisions: rice,per lb,Ohio,Zanesville,.0625,1866,320
Provisions: rice,per lb,Ind,Lawrenceburg,.10,1860,100
Provisions: rice,per lb,Ind,Lawrenceburg,.10,1861,100
Provisions: rice,per lb,Ind,Lawrenceburg,.10,1862,150
Provisions: rice,per lb,Ind,Lawrenceburg,.10,1863,200
Provisions: rice,per lb,Ind,Lawrenceburg,.10,1864,200
Provisions: rice,per lb,Ind,Lawrenceburg,.10,1865,120
Provisions: rice,per lb,Ind,Lawrenceburg,.10,1866,120
Provisions: rice,per lb,Ia,Cedar Rapids,.05,1861,100
Provisions: rice,per lb,Ia,Cedar Rapids,.05,1862,200
Provisions: rice,per lb,Ia,Cedar Rapids,.05,1863,240
Provisions: rice,per lb,Ia,Cedar Rapids,.05,1864,240
Provisions: rice,per lb,Ia,Cedar Rapids,.05,1865,250
Provisions: rice,per lb,Ia,Cedar Rapids,.05,1866,250
Provisions: potatoes,per bushel,Mass,Boston,1.02 2/3,1860,100
Provisions: potatoes,per bushel,Mass,Boston,1.02 2/3,1861,81
Provisions: potatoes,per bushel,Mass,Boston,1.02 2/3,1862,94
Provisions: potatoes,per bushel,Mass,Boston,1.02 2/3,1863,93
Provisions: potatoes,per bushel,Mass,Boston,1.02 2/3,1864,153
Provisions: potatoes,per bushel,Mass,Boston,1.02 2/3,1865,117
Provisions: potatoes,per bushel,Mass,Boston,1.02 2/3,1866,117
Provisions: potatoes,per bushel,Conn,Jewett City,0.50,1860,100
Provisions: potatoes,per bushel,Conn,Jewett City,0.50,1861,90
Provisions: potatoes,per bushel,Conn,Jewett City,0.50,1862,110
Provisions: potatoes,per bushel,Conn,Jewett City,0.50,1863,100
Provisions: potatoes,per bushel,Conn,Jewett City,0.50,1864,180
Provisions: potatoes,per bushel,Conn,Jewett City,0.50,1865,160
Provisions: potatoes,per bushel,Conn,Jewett City,0.50,1866,120
Provisions: potatoes,per bushel,Pa,Philadelphia,.60,1861,100
Provisions: potatoes,per bushel,Pa,Philadelphia,.60,1862,100
Provisions: potatoes,per bushel,Pa,Philadelphia,.60,1863,125
Provisions: potatoes,per bushel,Pa,Philadelphia,.60,1864,133
Provisions: potatoes,per bushel,Pa,Philadelphia,.60,1865,150
Provisions: potatoes,per bushel,Pa,Philadelphia,.60,1866,167
Provisions: potatoes,per bushel,W. Va,New Cumberland,.35,1860,100
Provisions: potatoes,per bushel,W. Va,New Cumberland,.35,1861,143
Provisions: potatoes,per bushel,W. Va,New Cumberland,.35,1862,214
Provisions: potatoes,per bushel,W. Va,New Cumberland,.35,1863,214
Provisions: potatoes,per bushel,W. Va,New Cumberland,.35,1864,214
Provisions: potatoes,per bushel,W. Va,New Cumberland,.35,1865,214
Provisions: potatoes,per bushel,W. Va,New Cumberland,.35,1866,214
Provisions: potatoes,per bushel,Ohio,Springfield,.30,1860,100
Provisions: potatoes,per bushel,Ohio,Springfield,.30,1861,133
Provisions: potatoes,per bushel,Ohio,Springfield,.30,1862,133
Provisions: potatoes,per bushel,Ohio,Springfield,.30,1863,167
Provisions: potatoes,per bushel,Ohio,Springfield,.30,1864,250
Provisions: potatoes,per bushel,Ohio,Springfield,.30,1865,283
Provisions: potatoes,per bushel,Ohio,Springfield,.30,1866,333
Provisions: potatoes,per bushel,Ohio,Zanesville,.60,1860,100
Provisions: potatoes,per bushel,Ohio,Zanesville,.60,1861,83
Provisions: potatoes,per bushel,Ohio,Zanesville,.60,1862,83
Provisions: potatoes,per bushel,Ohio,Zanesville,.60,1863,100
Provisions: potatoes,per bushel,Ohio,Zanesville,.60,1864,133
Provisions: potatoes,per bushel,Ohio,Zanesville,.60,1865,167
Provisions: potatoes,per bushel,Ohio,Zanesville,.60,1866,167
Provisions: potatoes,per bushel,Ind,Lawrenceburg,.80,1860,100
Provisions: potatoes,per bushel,Ind,Lawrenceburg,.80,1861,94
Provisions: potatoes,per bushel,Ind,Lawrenceburg,.80,1862,125
Provisions: potatoes,per bushel,Ind,Lawrenceburg,.80,1863,150
Provisions: potatoes,per bushel,Ind,Lawrenceburg,.80,1864,94
Provisions: potatoes,per bushel,Ind,Lawrenceburg,.80,1865,94
Provisions: potatoes,per bushel,Ind,Lawrenceburg,.80,1866,188
Provisions: potatoes,per bushel,Ia,Cedar Rapids,.20,1861,100
Provisions: potatoes,per bushel,Ia,Cedar Rapids,.20,1862,175
Provisions: potatoes,per bushel,Ia,Cedar Rapids,.20,1863,200
Provisions: potatoes,per bushel,Ia,Cedar Rapids,.20,1864,200
Provisions: potatoes,per bushel,Ia,Cedar Rapids,.20,1865,200
Provisions: potatoes,per bushel,Ia,Cedar Rapids,.20,1866,350
Fuel: oil,per gallon,Conn,Jewett City,1.00,1860,100
Fuel: oil,per gallon,Conn,Jewett City,1.00,1861,75
Fuel: oil,per gallon,Conn,Jewett City,1.00,1862,75
Fuel: oil,per gallon,Conn,Jewett City,1.00,1863,75
Fuel: oil,per gallon,Conn,Jewett City,1.00,1864,92
Fuel: oil,per gallon,Conn,Jewett City,1.00,1865,100
Fuel: oil,per gallon,Conn,Jewett City,1.00,1866,90
Fuel: oil,per gallon,Conn,New Haven,1.00,1860,100
Fuel: oil,per gallon,Conn,New Haven,1.00,1861,75
Fuel: oil,per gallon,Conn,New Haven,1.00,1862,75
Fuel: oil,per gallon,Conn,New Haven,1.00,1863,85
Fuel: oil,per gallon,Conn,New Haven,1.00,1864,75
Fuel: oil,per gallon,Conn,New Haven,1.00,1865,120
Fuel: oil,per gallon,Conn,New Haven,1.00,1866,90
Fuel: oil,per gallon,N. Y.,Watertown,1.12,1861,100
Fuel: oil,per gallon,N. Y.,Watertown,1.12,1862,45
Fuel: oil,per gallon,N. Y.,Watertown,1.12,1863,54
Fuel: oil,per gallon,N. Y.,Watertown,1.12,1864,73
Fuel: oil,per gallon,N. Y.,Watertown,1.12,1865,107
Fuel: oil,per gallon,N. Y.,Watertown,1.12,1866,67
Fuel: oil,per gallon,Pa,Norristown,0.70,1860,100
Fuel: oil,per gallon,Pa,Norristown,0.70,1861,100
Fuel: oil,per gallon,Pa,Norristown,0.70,1862,100
Fuel: oil,per gallon,Pa,Norristown,0.70,1863,100
Fuel: oil,per gallon,Pa,Norristown,0.70,1864,171
Fuel: oil,per gallon,Pa,Norristown,0.70,1865,171
Fuel: oil,per gallon,Pa,Norristown,0.70,1866,143
Fuel: oil,per gallon,Pa,Philadelphia,.25,1861,100
Fuel: oil,per gallon,Pa,Philadelphia,.25,1862,100
Fuel: oil,per gallon,Pa,Philadelphia,.25,1863,400
Fuel: oil,per gallon,Pa,Philadelphia,.25,1864,400
Fuel: oil,per gallon,Pa,Philadelphia,.25,1865,400
Fuel: oil,per gallon,Pa,Philadelphia,.25,1866,320
Fuel: oil,per gallon,W. Va,New Cumberland,.30,1860,100
Fuel: oil,per gallon,W. Va,New Cumberland,.30,1861,100
Fuel: oil,per gallon,W. Va,New Cumberland,.30,1862,133
Fuel: oil,per gallon,W. Va,New Cumberland,.30,1863,133
Fuel: oil,per gallon,W. Va,New Cumberland,.30,1864,167
Fuel: oil,per gallon,W. Va,New Cumberland,.30,1865,167
Fuel: oil,per gallon,W. Va,New Cumberland,.30,1866,133
Fuel: oil,per gallon,Ohio,Canton,.50,1860,100
Fuel: oil,per gallon,Ohio,Canton,.50,1861,80
Fuel: oil,per gallon,Ohio,Canton,.50,1862,80
Fuel: oil,per gallon,Ohio,Canton,.50,1863,100
Fuel: oil,per gallon,Ohio,Canton,.50,1864,120
Fuel: oil,per gallon,Ohio,Canton,.50,1865,100
Fuel: oil,per gallon,Ohio,Canton,.50,1866,80
Fuel: oil,per gallon,Ohio,Zanesville,.60,1860,100
Fuel: oil,per gallon,Ohio,Zanesville,.60,1861,100
Fuel: oil,per gallon,Ohio,Zanesville,.60,1862,100
Fuel: oil,per gallon,Ohio,Zanesville,.60,1863,100
Fuel: oil,per gallon,Ohio,Zanesville,.60,1864,100
Fuel: oil,per gallon,Ohio,Zanesville,.60,1865,100
Fuel: oil,per gallon,Ohio,Zanesville,.60,1866,117
Fuel: oil,per gallon,Ill,Rock Island,.35,1861,100
Fuel: oil,per gallon,Ill,Rock Island,.35,1862,171
Fuel: oil,per gallon,Ill,Rock Island,.35,1863,286
Fuel: oil,per gallon,Ill,Rock Island,.35,1864,286
Fuel: oil,per gallon,Ill,Rock Island,.35,1865,229
Fuel: oil,per gallon,Ill,Rock Island,.35,1866,171
"Fuel: coal, anthracite",per ton,Mass,Boston (1),6.00,1860,100
"Fuel: coal, anthracite",per ton,Mass,Boston (1),6.00,1861,98
"Fuel: coal, anthracite",per ton,Mass,Boston (1),6.00,1862,117
"Fuel: coal, anthracite",per ton,Mass,Boston (1),6.00,1863,175
"Fuel: coal, anthracite",per ton,Mass,Boston (1),6.00,1864,217
"Fuel: coal, anthracite",per ton,Mass,Boston (1),6.00,1865,217
"Fuel: coal, anthracite",per ton,Mass,Boston (1),6.00,1866,204
"Fuel: coal, anthracite",per ton,Mass,Boston (2),5.75,1860,100
"Fuel: coal, anthracite",per ton,Mass,Boston (2),5.75,1861,121
"Fuel: coal, anthracite",per ton,Mass,Boston (2),5.75,1862,117
"Fuel: coal, anthracite",per ton,Mass,Boston (2),5.75,1863,173
"Fuel: coal, anthracite",per ton,Mass,Boston (2),5.75,1864,220
"Fuel: coal, anthracite",per ton,Mass,Boston (2),5.75,1865,229
"Fuel: coal, anthracite",per ton,Mass,Boston (2),5.75,1866,192
"Fuel: coal, anthracite",per ton,Pa,Philadelphia (1),5.00,1861,100
"Fuel: coal, anthracite",per ton,Pa,Philadelphia (1),5.00,1862,100
"Fuel: coal, anthracite",per ton,Pa,Philadelphia (1),5.00,1863,120
"Fuel: coal, anthracite",per ton,Pa,Philadelphia (1),5.00,1864,130
"Fuel: coal, anthracite",per ton,Pa,Philadelphia (1),5.00,1865,140
"Fuel: coal, anthracite",per ton,Pa,Philadelphia (1),5.00,1866,160
"Fuel: coal, anthracite",per ton,Pa,Philadelphia (2),3.41,1861,100
"Fuel: coal, anthracite",per ton,Pa,Philadelphia (2),3.41,1862,123
"Fuel: coal, anthracite",per ton,Pa,Philadelphia (2),3.41,1863,186
"Fuel: coal, anthracite",per ton,Pa,Philadelphia (2),3.41,1864,277
"Fuel: coal, anthracite",per ton,Pa,Philadelphia (2),3.41,1865,281
"Fuel: coal, anthracite",per ton,Pa,Philadelphia (2),3.41,1866,218
"Fuel: coal, anthracite",per ton,Pa,Reading,2.50,1861,100
"Fuel: coal, anthracite",per ton,Pa,Reading,2.50,1862,100
"Fuel: coal, anthracite",per ton,Pa,Reading,2.50,1863,180
"Fuel: coal, anthracite",per ton,Pa,Reading,2.50,1864,220
"Fuel: coal, anthracite",per ton,Pa,Reading,2.50,1865,260
"Fuel: coal, anthracite",per ton,Pa,Reading,2.50,1866,260
"Fuel: coal, anthracite",per ton,Ohio,Zanesville,3.00,1860,100
"Fuel: coal, anthracite",per ton,Ohio,Zanesville,3.00,1861,100
"Fuel: coal, anthracite",per ton,Ohio,Zanesville,3.00,1862,133
"Fuel: coal, anthracite",per ton,Ohio,Zanesville,3.00,1863,167
"Fuel: coal, anthracite",per ton,Ohio,Zanesville,3.00,1864,167
"Fuel: coal, anthracite",per ton,Ohio,Zanesville,3.00,1865,167
"Fuel: coal, anthracite",per ton,Ohio,Zanesville,3.00,1866,167
"Fuel: coal, bituminous",per ton,W. Va,New Cumberland,1.40,1860,100
"Fuel: coal, bituminous",per ton,W. Va,New Cumberland,1.40,1861,171
"Fuel: coal, bituminous",per ton,W. Va,New Cumberland,1.40,1862,179
"Fuel: coal, bituminous",per ton,W. Va,New Cumberland,1.40,1863,214
"Fuel: coal, bituminous",per ton,W. Va,New Cumberland,1.40,1864,214
"Fuel: coal, bituminous",per ton,W. Va,New Cumberland,1.40,1865,196
"Fuel: coal, bituminous",per ton,W. Va,New Cumberland,1.40,1866,196
"Fuel: coal, bituminous",per ton,Ohio,Canton,2.00,1860,100
"Fuel: coal, bituminous",per ton,Ohio,Canton,2.00,1861,88
"Fuel: coal, bituminous",per ton,Ohio,Canton,2.00,1862,100
"Fuel: coal, bituminous",per ton,Ohio,Canton,2.00,1863,175
"Fuel: coal, bituminous",per ton,Ohio,Canton,2.00,1864,175
"Fuel: coal, bituminous",per ton,Ohio,Canton,2.00,1865,150
"Fuel: coal, bituminous",per ton,Ohio,Canton,2.00,1866,150
"Fuel: coal, bituminous",per ton,Ohio,Springfield,3.50,1861,100
"Fuel: coal, bituminous",per ton,Ohio,Springfield,3.50,1862,100
"Fuel: coal, bituminous",per ton,Ohio,Springfield,3.50,1863,100
"Fuel: coal, bituminous",per ton,Ohio,Springfield,3.50,1864,100
"Fuel: coal, bituminous",per ton,Ohio,Springfield,3.50,1865,100
"Fuel: coal, bituminous",per ton,Ohio,Springfield,3.50,1866,100
"Fuel: coal, bituminous",per ton,Ohio,Zanesville,1.50,1860,100
"Fuel: coal, bituminous",per ton,Ohio,Zanesville,1.50,1861,100
"Fuel: coal, bituminous",per ton,Ohio,Zanesville,1.50,1862,100
"Fuel: coal, bituminous",per ton,Ohio,Zanesville,1.50,1863,200
"Fuel: coal, bituminous",per ton,Ohio,Zanesville,1.50,1864,200
"Fuel: coal, bituminous",per ton,Ohio,Zanesville,1.50,1865,200
"Fuel: coal, bituminous",per ton,Ohio,Zanesville,1.50,1866,200
"Fuel: coal, bituminous",per ton,Indiana,Lawrenceburg,3.50,1860,100
"Fuel: coal, bituminous",per ton,Indiana,Lawrenceburg,3.50,1861,93
"Fuel: coal, bituminous",per ton,Indiana,Lawrenceburg,3.50,1862,114
"Fuel: coal, bituminous",per ton,Indiana,Lawrenceburg,3.50,1863,114
"Fuel: coal, bituminous",per ton,Indiana,Lawrenceburg,3.50,1864,129
"Fuel: coal, bituminous",per ton,Indiana,Lawrenceburg,3.50,1865,114
"Fuel: coal, bituminous",per ton,Indiana,Lawrenceburg,3.50,1866,107
"Fuel: coal, bituminous",per ton,Illinois,Belleville,1.82,1860,100
"Fuel: coal, bituminous",per ton,Illinois,Belleville,1.82,1864,171
"Fuel: coal, bituminous",per ton,Illinois,Belleville,1.82,1865,171
"Fuel: coal, bituminous",per ton,Illinois,Belleville,1.82,1866,171
"Fuel: coal, bituminous",per ton,Illinois,Rock Island,3.12,1860,100
"Fuel: coal, bituminous",per ton,Illinois,Rock Island,3.12,1861,80
"Fuel: coal, bituminous",per ton,Illinois,Rock Island,3.12,1862,96
"Fuel: coal, bituminous",per ton,Illinois,Rock Island,3.12,1863,104
"Fuel: coal, bituminous",per ton,Illinois,Rock Island,3.12,1864,104
"Fuel: coal, bituminous",per ton,Illinois,Rock Island,3.12,1865,104
"Fuel: coal, bituminous",per ton,Illinois,Rock Island,3.12,1866,104
"Fuel: wood, hard",per cord,Mass,Boston (1),6.50,1860,100
"Fuel: wood, hard",per cord,Mass,Boston (1),6.50,1862,150
"Fuel: wood, hard",per cord,Mass,Boston (1),6.50,1863,169
"Fuel: wood, hard",per cord,Mass,Boston (1),6.50,1864,200
"Fuel: wood, hard",per cord,Mass,Boston (1),6.50,1865,200
"Fuel: wood, hard",per cord,Mass,Boston (1),6.50,1866,231
"Fuel: wood, hard",per cord,Mass,Boston (2),6.50,1860,100
"Fuel: wood, hard",per cord,Mass,Boston (2),6.50,1861,123
"Fuel: wood, hard",per cord,Mass,Boston (2),6.50,1862,183
"Fuel: wood, hard",per cord,Mass,Boston (2),6.50,1863,164
"Fuel: wood, hard",per cord,Mass,Boston (2),6.50,1864,192
"Fuel: wood, hard",per cord,Mass,Boston (2),6.50,1865,195
"Fuel: wood, hard",per cord,Mass,Boston (2),6.50,1866,228
"Fuel: wood, hard",per cord,Conn,Danielsonville,4.00,1860,100
"Fuel: wood, hard",per cord,Conn,Danielsonville,4.00,1861,100
"Fuel: wood, hard",per cord,Conn,Danielsonville,4.00,1862,100
"Fuel: wood, hard",per cord,Conn,Danielsonville,4.00,1863,100
"Fuel: wood, hard",per cord,Conn,Danielsonville,4.00,1864,119
"Fuel: wood, hard",per cord,Conn,Danielsonville,4.00,1865,138
"Fuel: wood, hard",per cord,Conn,Danielsonville,4.00,1866,125
"Fuel: wood, hard",per cord,Conn,Jewett City,3.50,1860,100
"Fuel: wood, hard",per cord,Conn,Jewett City,3.50,1861,100
"Fuel: wood, hard",per cord,Conn,Jewett City,3.50,1862,100
"Fuel: wood, hard",per cord,Conn,Jewett City,3.50,1863,114
"Fuel: wood, hard",per cord,Conn,Jewett City,3.50,1864,114
"Fuel: wood, hard",per cord,Conn,Jewett City,3.50,1865,157
"Fuel: wood, hard",per cord,Conn,Jewett City,3.50,1866,143
"Fuel: wood, hard",per cord,Pa,Reading,4.00,1861,100
"Fuel: wood, hard",per cord,Pa,Reading,4.00,1862,100
"Fuel: wood, hard",per cord,Pa,Reading,4.00,1863,125
"Fuel: wood, hard",per cord,Pa,Reading,4.00,1864,125
"Fuel: wood, hard",per cord,Pa,Reading,4.00,1865,150
"Fuel: wood, hard",per cord,Pa,Reading,4.00,1866,150
"Fuel: wood, hard",per cord,W. Va,New Cumberland,1.75,1860,100
"Fuel: wood, hard",per cord,W. Va,New Cumberland,1.75,1861,100
"Fuel: wood, hard",per cord,W. Va,New Cumberland,1.75,1862,114
"Fuel: wood, hard",per cord,W. Va,New Cumberland,1.75,1863,143
"Fuel: wood, hard",per cord,W. Va,New Cumberland,1.75,1864,143
"Fuel: wood, hard",per cord,W. Va,New Cumberland,1.75,1865,143
"Fuel: wood, hard",per cord,W. Va,New Cumberland,1.75,1866,143
"Fuel: wood, hard",per cord,Ohio,Canton,2.50,1860,100
"Fuel: wood, hard",per cord,Ohio,Canton,2.50,1861,80
"Fuel: wood, hard",per cord,Ohio,Canton,2.50,1862,100
"Fuel: wood, hard",per cord,Ohio,Canton,2.50,1863,120
"Fuel: wood, hard",per cord,Ohio,Canton,2.50,1864,120
"Fuel: wood, hard",per cord,Ohio,Canton,2.50,1865,180
"Fuel: wood, hard",per cord,Ohio,Canton,2.50,1866,180
"Fuel: wood, hard",per cord,Ohio,Springfield,3.00,1860,100
"Fuel: wood, hard",per cord,Ohio,Springfield,3.00,1861,92
"Fuel: wood, hard",per cord,Ohio,Springfield,3.00,1862,92
"Fuel: wood, hard",per cord,Ohio,Springfield,3.00,1863,100
"Fuel: wood, hard",per cord,Ohio,Springfield,3.00,1864,133
"Fuel: wood, hard",per cord,Ohio,Springfield,3.00,1865,167
"Fuel: wood, hard",per cord,Ohio,Springfield,3.00,1866,167
"Fuel: wood, hard",per cord,Ohio,Zanesville,1.50,1860,100
"Fuel: wood, hard",per cord,Ohio,Zanesville,1.50,1861,133
"Fuel: wood, hard",per cord,Ohio,Zanesville,1.50,1862,133
"Fuel: wood, hard",per cord,Ohio,Zanesville,1.50,1863,150
"Fuel: wood, hard",per cord,Ohio,Zanesville,1.50,1864,183
"Fuel: wood, hard",per cord,Ohio,Zanesville,1.50,1865,200
"Fuel: wood, hard",per cord,Ohio,Zanesville,1.50,1866,200
"Fuel: wood, hard",per cord,Indiana,Lawrenceburg,4.00,1860,100
"Fuel: wood, hard",per cord,Indiana,Lawrenceburg,4.00,1861,100
"Fuel: wood, hard",per cord,Indiana,Lawrenceburg,4.00,1862,138
"Fuel: wood, hard",per cord,Indiana,Lawrenceburg,4.00,1863,150
"Fuel: wood, hard",per cord,Indiana,Lawrenceburg,4.00,1864,150
"Fuel: wood, hard",per cord,Indiana,Lawrenceburg,4.00,1865,138
"Fuel: wood, hard",per cord,Indiana,Lawrenceburg,4.00,1866,125
"Fuel: wood, hard",per cord,Illinois,Rock Island,4.50,1860,100
"Fuel: wood, hard",per cord,Illinois,Rock Island,4.50,1861,89
"Fuel: wood, hard",per cord,Illinois,Rock Island,4.50,1862,133
"Fuel: wood, hard",per cord,Illinois,Rock Island,4.50,1863,144
"Fuel: wood, hard",per cord,Illinois,Rock Island,4.50,1864,144
"Fuel: wood, hard",per cord,Illinois,Rock Island,4.50,1865,133
"Fuel: wood, hard",per cord,Illinois,Rock Island,4.50,1866,133
"Fuel: wood, hard",per cord,Iowa,Cedar Rapids,2.50,1861,100
"Fuel: wood, hard",per cord,Iowa,Cedar Rapids,2.50,1862,100
"Fuel: wood, hard",per cord,Iowa,Cedar Rapids,2.50,1863,120
"Fuel: wood, hard",per cord,Iowa,Cedar Rapids,2.50,1864,120
"Fuel: wood, hard",per cord,Iowa,Cedar Rapids,2.50,1865,200
"Fuel: wood, hard",per cord,Iowa,Cedar Rapids,2.50,1866,200
"Fuel: wood, hard",per cord,Missouri,Pilot Knob,2.50,1860,100
"Fuel: wood, hard",per cord,Missouri,Pilot Knob,2.50,1861,120
"Fuel: wood, hard",per cord,Missouri,Pilot Knob,2.50,1862,120
"Fuel: wood, hard",per cord,Missouri,Pilot Knob,2.50,1863,160
"Fuel: wood, hard",per cord,Missouri,Pilot Knob,2.50,1864,160
"Fuel: wood, hard",per cord,Missouri,Pilot Knob,2.50,1865,160
"Fuel: wood, hard",per cord,Missouri,Pilot Knob,2.50,1866,160
"Fuel: wood, pine",per cord,Mass,Boston (1),4.50,1860,100
"Fuel: wood, pine",per cord,Mass,Boston (1),4.50,1862,153
"Fuel: wood, pine",per cord,Mass,Boston (1),4.50,1863,178
"Fuel: wood, pine",per cord,Mass,Boston (1),4.50,1864,233
"Fuel: wood, pine",per cord,Mass,Boston (1),4.50,1865,211
"Fuel: wood, pine",per cord,Mass,Boston (1),4.50,1866,267
"Fuel: wood, pine",per cord,Mass,Boston (2),4.50,1860,100
"Fuel: wood, pine",per cord,Mass,Boston (2),4.50,1861,133
"Fuel: wood, pine",per cord,Mass,Boston (2),4.50,1862,154
"Fuel: wood, pine",per cord,Mass,Boston (2),4.50,1863,185
"Fuel: wood, pine",per cord,Mass,Boston (2),4.50,1864,230
"Fuel: wood, pine",per cord,Mass,Boston (2),4.50,1865,207
"Fuel: wood, pine",per cord,Mass,Boston (2),4.50,1866,267
"Fuel: wood, pine",per cord,Conn,Danielsonville,3.50,1860,100
"Fuel: wood, pine",per cord,Conn,Danielsonville,3.50,1861,100
"Fuel: wood, pine",per cord,Conn,Danielsonville,3.50,1862,100
"Fuel: wood, pine",per cord,Conn,Danielsonville,3.50,1863,100
"Fuel: wood, pine",per cord,Conn,Danielsonville,3.50,1864,121
"Fuel: wood, pine",per cord,Conn,Danielsonville,3.50,1865,143
"Fuel: wood, pine",per cord,Conn,Danielsonville,3.50,1866,129
"Fuel: wood, pine",per cord,W. Va,New Cumberland,1.50,1860,100
"Fuel: wood, pine",per cord,W. Va,New Cumberland,1.50,1861,117
"Fuel: wood, pine",per cord,W. Va,New Cumberland,1.50,1862,133
"Fuel: wood, pine",per cord,W. Va,New Cumberland,1.50,1863,150
"Fuel: wood, pine",per cord,W. Va,New Cumberland,1.50,1864,150
"Fuel: wood, pine",per cord,W. Va,New Cumberland,1.50,1865,150
"Fuel: wood, pine",per cord,W. Va,New Cumberland,1.50,1866,150
"Fuel: wood, pine",per cord,Ohio,Zanesville,1.00,1860,100
"Fuel: wood, pine",per cord,Ohio,Zanesville,1.00,1861,175
"Fuel: wood, pine",per cord,Ohio,Zanesville,1.00,1862,175
"Fuel: wood, pine",per cord,Ohio,Zanesville,1.00,1863,200
"Fuel: wood, pine",per cord,Ohio,Zanesville,1.00,1864,225
"Fuel: wood, pine",per cord,Ohio,Zanesville,1.00,1865,250
"Fuel: wood, pine",per cord,Ohio,Zanesville,1.00,1866,275
"Fuel: wood, pine",per cord,Illinois,Rock Island,1.00,1861,100
"Fuel: wood, pine",per cord,Illinois,Rock Island,1.00,1862,150
"Fuel: wood, pine",per cord,Illinois,Rock Island,1.00,1863,200
"Fuel: wood, pine",per cord,Illinois,Rock Island,1.00,1864,200
"Fuel: wood, pine",per cord,Illinois,Rock Island,1.00,1865,150
"Fuel: wood, pine",per cord,Illinois,Rock Island,1.00,1866,150
Men's heavy boots,per pair,Conn,Ansonia,2.50,1861,100
Men's heavy boots,per pair,Conn,Ansonia,2.50,1862,120
Men's heavy boots,per pair,Conn,Ansonia,2.50,1863,140
Men's heavy boots,per pair,Conn,Ansonia,2.50,1864,150
Men's heavy boots,per pair,Conn,Ansonia,2.50,1865,160
Men's heavy boots,per pair,Conn,Ansonia,2.50,1866,180
Men's heavy boots,per pair,Conn,Jewett City,3.00,1860,100
Men's heavy boots,per pair,Conn,Jewett City,3.00,1861,96
Men's heavy boots,per pair,Conn,Jewett City,3.00,1862,92
Men's heavy boots,per pair,Conn,Jewett City,3.00,1863,100
Men's heavy boots,per pair,Conn,Jewett City,3.00,1864,117
Men's heavy boots,per pair,Conn,Jewett City,3.00,1865,133
Men's heavy boots,per pair,Conn,Jewett City,3.00,1866,142
Men's heavy boots,per pair,Conn,Waterbury,3.25,1861,100
Men's heavy boots,per pair,Conn,Waterbury,3.25,1862,108
Men's heavy boots,per pair,Conn,Waterbury,3.25,1863,108
